date,Visibility,DryBulbFarenheit,DryBulbCelsius,WetBulbFarenheit,DewPointFarenheit,DewPointCelsius,RelativeHumidity,WindSpeed,WindDirection,StationPressure,Altimeter,WetBulbCelsius
8/28/2010 5:00,10.0,54.0,12.0,0.0,39.0,4.0,57.0,0.0,0.0,0.0,30.2,7.7
8/28/2010 6:00,10.0,55.0,0.0,47.0,41.0,0.0,59.0,0.0,0.0,21.52,0.0,0.0
8/28/2010 7:00,0.0,0.0,0.0,52.0,43.0,0.0,0.0,5.0,0.0,21.52,30.19,10.9
8/28/2010 8:00,10.0,61.0,16.0,51.0,43.0,6.0,52.0,0.0,0.0,21.52,30.19,10.4
8/28/2010 9:00,10.0,63.0,17.0,49.0,37.0,3.0,0.0,0.0,0.0,21.52,30.19,9.3
8/28/2010 10:00,10.0,63.0,17.0,50.0,39.0,4.0,41.0,0.0,0.0,21.52,30.19,9.8
8/28/2010 11:00,0.0,63.0,17.0,51.0,41.0,0.0,45.0,0.0,0.0,0.0,30.18,10.3
8/28/2010 12:00,10.0,0.0,0.0,0.0,41.0,5.0,45.0,0.0,150.0,0.0,30.16,10.3
8/28/2010 13:00,10.0,64.0,18.0,0.0,0.0,6.0,47.0,10.0,0.0,0.0,0.0,0.0
8/28/2010 14:00,10.0,64.0,18.0,52.0,43.0,6.0,47.0,0.0,270.0,21.49,30.14,11.1
8/28/2010 15:00,10.0,0.0,0.0,52.0,46.0,0.0,0.0,6.0,100.0,21.49,30.14,0.0
8/28/2010 16:00,10.0,61.0,16.0,0.0,0.0,0.0,56.0,7.0,0.0,21.49,30.14,11.0
8/28/2010 17:00,10.0,63.0,17.0,52.0,0.0,6.0,48.0,7.0,0.0,0.0,30.11,10.8
8/28/2010 18:00,10.0,61.0,0.0,51.0,43.0,6.0,0.0,0.0,0.0,0.0,30.1,10.4
8/28/2010 19:00,0.0,59.0,15.0,0.0,43.0,0.0,0.0,0.0,0.0,21.47,30.12,0.0
8/28/2010 20:00,10.0,59.0,0.0,49.0,41.0,5.0,51.0,5.0,0.0,21.48,30.13,9.4
8/28/2010 21:00,10.0,61.0,16.0,50.0,41.0,5.0,48.0,10.0,140.0,21.48,30.13,0.0
8/28/2010 22:00,10.0,61.0,16.0,51.0,43.0,6.0,0.0,0.0,140.0,0.0,0.0,10.4
8/28/2010 23:00,0.0,0.0,16.0,51.0,43.0,6.0,52.0,13.0,140.0,21.49,0.0,10.4
8/29/2010 0:00,0.0,59.0,15.0,50.0,43.0,6.0,56.0,0.0,0.0,0.0,0.0,10.0
8/29/2010 1:00,10.0,0.0,15.0,50.0,43.0,0.0,56.0,0.0,0.0,21.49,0.0,10.0
8/29/2010 2:00,10.0,59.0,15.0,49.0,41.0,5.0,51.0,0.0,0.0,0.0,30.15,9.4
8/29/2010 3:00,10.0,0.0,13.0,47.0,41.0,5.0,0.0,5.0,100.0,21.49,30.15,8.5
8/29/2010 4:00,10.0,0.0,13.0,0.0,41.0,0.0,59.0,3.0,180.0,21.5,30.16,0.0
8/29/2010 5:00,10.0,0.0,13.0,47.0,41.0,5.0,59.0,0.0,0.0,21.51,0.0,8.5
8/29/2010 6:00,10.0,55.0,0.0,0.0,41.0,5.0,59.0,0.0,0.0,21.52,30.18,8.5
8/29/2010 7:00,0.0,0.0,16.0,48.0,37.0,3.0,41.0,13.0,0.0,21.52,30.18,8.9
8/29/2010 8:00,10.0,63.0,17.0,48.0,0.0,0.0,37.0,17.0,130.0,0.0,30.18,9.1
8/29/2010 9:00,10.0,0.0,18.0,47.0,0.0,0.0,30.0,13.0,140.0,21.52,0.0,8.5
8/29/2010 10:00,10.0,64.0,0.0,48.0,34.0,1.0,33.0,11.0,180.0,21.52,0.0,0.0
8/29/2010 11:00,0.0,0.0,18.0,48.0,34.0,1.0,33.0,11.0,180.0,0.0,0.0,8.9
8/29/2010 12:00,10.0,66.0,0.0,48.0,0.0,0.0,0.0,18.0,0.0,0.0,30.16,8.9
8/29/2010 13:00,0.0,0.0,19.0,0.0,32.0,0.0,28.0,14.0,0.0,21.5,30.16,0.0
8/29/2010 14:00,10.0,0.0,20.0,49.0,32.0,0.0,26.0,0.0,130.0,0.0,30.15,9.3
8/29/2010 15:00,10.0,64.0,18.0,49.0,36.0,2.0,36.0,14.0,150.0,21.49,0.0,9.3
8/29/2010 16:00,7.0,52.0,0.0,48.0,0.0,0.0,77.0,9.0,0.0,21.52,30.19,0.0
8/29/2010 17:00,0.0,54.0,12.0,49.0,46.0,0.0,75.0,13.0,100.0,0.0,0.0,9.7
8/29/2010 18:00,10.0,55.0,13.0,48.0,43.0,0.0,64.0,0.0,0.0,21.49,0.0,9.0
8/29/2010 19:00,0.0,54.0,12.0,49.0,45.0,0.0,72.0,0.0,0.0,21.49,30.14,9.4
8/29/2010 20:00,10.0,59.0,15.0,47.0,37.0,0.0,44.0,0.0,0.0,21.5,0.0,8.4
8/29/2010 21:00,10.0,59.0,15.0,0.0,39.0,0.0,0.0,5.0,100.0,21.5,30.16,8.9
8/29/2010 22:00,10.0,59.0,15.0,48.0,39.0,0.0,0.0,0.0,150.0,21.49,30.15,0.0
8/29/2010 23:00,10.0,59.0,15.0,0.0,41.0,0.0,0.0,0.0,140.0,21.49,30.14,9.4
8/30/2010 0:00,10.0,59.0,15.0,48.0,39.0,0.0,0.0,9.0,0.0,21.49,0.0,8.9
8/30/2010 1:00,0.0,54.0,12.0,47.0,41.0,5.0,62.0,8.0,90.0,0.0,30.14,8.3
8/30/2010 2:00,0.0,54.0,12.0,0.0,43.0,0.0,0.0,3.0,170.0,21.5,30.16,8.8
8/30/2010 3:00,10.0,55.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,21.49,30.14,0.0
8/30/2010 4:00,10.0,55.0,13.0,0.0,41.0,5.0,59.0,0.0,160.0,0.0,0.0,8.5
8/30/2010 5:00,10.0,54.0,12.0,45.0,0.0,3.0,53.0,0.0,0.0,21.52,0.0,7.2
8/30/2010 6:00,10.0,50.0,10.0,0.0,41.0,5.0,71.0,0.0,0.0,21.52,0.0,0.0
8/30/2010 7:00,0.0,48.0,0.0,0.0,0.0,0.0,0.0,10.0,90.0,0.0,30.22,7.4
8/30/2010 8:00,10.0,52.0,11.0,46.0,41.0,5.0,66.0,0.0,0.0,21.54,30.21,0.0
8/30/2010 9:00,10.0,57.0,14.0,46.0,36.0,2.0,46.0,0.0,160.0,21.55,30.22,0.0
8/30/2010 10:00,5.0,50.0,10.0,47.0,0.0,7.0,83.0,0.0,0.0,21.58,30.26,0.0
8/30/2010 11:00,10.0,52.0,11.0,47.0,0.0,6.0,72.0,7.0,0.0,0.0,0.0,8.3
8/30/2010 12:00,10.0,59.0,15.0,47.0,0.0,0.0,44.0,9.0,200.0,21.55,30.22,8.4
8/30/2010 13:00,10.0,61.0,16.0,48.0,0.0,3.0,0.0,0.0,130.0,21.53,30.2,8.9
8/30/2010 14:00,0.0,63.0,17.0,48.0,36.0,0.0,0.0,7.0,0.0,21.53,30.2,9.1
8/30/2010 15:00,0.0,63.0,17.0,48.0,0.0,2.0,0.0,0.0,0.0,21.53,30.2,9.1
8/30/2010 16:00,10.0,63.0,17.0,48.0,0.0,2.0,37.0,13.0,150.0,21.53,0.0,0.0
8/30/2010 17:00,0.0,63.0,17.0,49.0,37.0,3.0,38.0,9.0,140.0,21.55,30.22,9.3
8/30/2010 18:00,10.0,61.0,16.0,50.0,41.0,0.0,0.0,0.0,0.0,21.55,30.22,9.9
8/30/2010 19:00,10.0,61.0,16.0,50.0,41.0,5.0,48.0,11.0,120.0,21.56,30.24,9.9
8/30/2010 20:00,10.0,61.0,16.0,49.0,0.0,4.0,0.0,0.0,130.0,21.58,30.26,9.4
8/30/2010 21:00,10.0,0.0,0.0,48.0,0.0,3.0,0.0,17.0,0.0,0.0,30.26,8.9
8/30/2010 22:00,10.0,61.0,16.0,48.0,37.0,3.0,41.0,10.0,160.0,21.58,30.27,8.9
8/30/2010 23:00,0.0,0.0,15.0,47.0,0.0,0.0,44.0,13.0,0.0,0.0,30.28,8.4
8/31/2010 0:00,10.0,59.0,15.0,47.0,0.0,3.0,44.0,13.0,130.0,0.0,30.29,8.4
8/31/2010 1:00,10.0,59.0,15.0,48.0,0.0,4.0,0.0,6.0,100.0,21.61,30.3,0.0
8/31/2010 2:00,10.0,57.0,14.0,48.0,41.0,5.0,55.0,0.0,150.0,0.0,0.0,9.0
8/31/2010 3:00,10.0,0.0,13.0,47.0,41.0,5.0,59.0,0.0,0.0,21.62,30.32,0.0
8/31/2010 4:00,0.0,54.0,12.0,47.0,41.0,5.0,62.0,0.0,0.0,0.0,30.34,8.3
8/31/2010 5:00,10.0,0.0,13.0,0.0,39.0,4.0,55.0,0.0,0.0,0.0,30.35,8.0
8/31/2010 6:00,10.0,54.0,0.0,47.0,41.0,0.0,62.0,0.0,0.0,21.66,30.37,0.0
8/31/2010 7:00,10.0,59.0,15.0,0.0,0.0,0.0,44.0,11.0,140.0,0.0,30.37,8.4
8/31/2010 8:00,10.0,0.0,15.0,46.0,34.0,1.0,0.0,5.0,150.0,0.0,0.0,7.7
8/31/2010 9:00,10.0,61.0,16.0,47.0,0.0,1.0,0.0,0.0,0.0,21.67,30.38,8.2
8/31/2010 10:00,10.0,0.0,0.0,0.0,0.0,-5.0,21.0,13.0,0.0,21.67,30.38,0.0
8/31/2010 11:00,0.0,0.0,0.0,46.0,0.0,-4.0,21.0,10.0,260.0,21.65,0.0,7.6
8/31/2010 12:00,10.0,68.0,20.0,47.0,25.0,-4.0,0.0,0.0,260.0,21.65,0.0,0.0
8/31/2010 13:00,10.0,0.0,0.0,48.0,0.0,0.0,20.0,0.0,270.0,21.64,0.0,0.0
8/31/2010 14:00,10.0,70.0,21.0,0.0,0.0,-4.0,18.0,11.0,270.0,21.64,30.34,0.0
8/31/2010 15:00,0.0,0.0,21.0,47.0,23.0,0.0,17.0,10.0,260.0,21.64,30.34,8.2
8/31/2010 16:00,10.0,70.0,21.0,0.0,23.0,-5.0,0.0,0.0,260.0,21.64,0.0,8.2
8/31/2010 17:00,10.0,64.0,18.0,46.0,0.0,0.0,26.0,6.0,230.0,21.64,30.34,7.7
8/31/2010 18:00,10.0,63.0,17.0,45.0,28.0,-2.0,0.0,0.0,0.0,0.0,30.34,7.4
8/31/2010 19:00,10.0,61.0,16.0,45.0,0.0,-1.0,31.0,0.0,0.0,0.0,30.36,0.0
8/31/2010 20:00,10.0,61.0,0.0,0.0,0.0,-1.0,31.0,0.0,0.0,21.65,30.36,7.3
8/31/2010 21:00,10.0,61.0,16.0,45.0,30.0,-1.0,31.0,0.0,0.0,21.65,30.36,7.3
8/31/2010 22:00,10.0,0.0,16.0,0.0,30.0,0.0,31.0,0.0,0.0,21.65,0.0,0.0
8/31/2010 23:00,10.0,61.0,16.0,45.0,0.0,-1.0,0.0,0.0,0.0,21.65,30.36,0.0
9/1/2010 0:00,10.0,0.0,10.0,43.0,0.0,0.0,0.0,7.0,130.0,21.67,30.38,6.0
9/1/2010 1:00,10.0,50.0,0.0,42.0,34.0,1.0,54.0,7.0,130.0,21.66,30.37,5.5
9/1/2010 2:00,10.0,0.0,9.0,0.0,0.0,1.0,0.0,5.0,120.0,21.66,30.37,5.0
9/1/2010 3:00,0.0,48.0,9.0,0.0,34.0,1.0,59.0,0.0,0.0,21.67,30.38,5.0
9/1/2010 4:00,0.0,0.0,8.0,39.0,32.0,0.0,58.0,6.0,120.0,0.0,0.0,4.0
9/1/2010 5:00,10.0,46.0,8.0,0.0,32.0,0.0,58.0,6.0,130.0,21.67,30.38,4.0
9/1/2010 6:00,10.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,130.0,0.0,30.39,4.5
9/1/2010 7:00,10.0,54.0,12.0,44.0,34.0,0.0,47.0,0.0,0.0,21.68,30.39,6.5
9/1/2010 8:00,10.0,0.0,0.0,47.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0
9/1/2010 9:00,10.0,63.0,17.0,0.0,28.0,-2.0,27.0,0.0,0.0,21.67,30.38,7.4
9/1/2010 10:00,0.0,66.0,19.0,46.0,25.0,-4.0,21.0,6.0,0.0,21.66,30.37,7.6
9/1/2010 11:00,10.0,68.0,20.0,47.0,0.0,-3.0,0.0,0.0,0.0,21.65,30.36,8.4
9/1/2010 12:00,10.0,70.0,21.0,0.0,27.0,-3.0,20.0,0.0,0.0,0.0,30.34,8.8
9/1/2010 13:00,0.0,72.0,22.0,48.0,0.0,-5.0,0.0,15.0,270.0,0.0,30.34,8.6
9/1/2010 14:00,10.0,72.0,22.0,48.0,0.0,-5.0,16.0,3.0,270.0,21.63,0.0,8.6
9/1/2010 15:00,10.0,0.0,22.0,0.0,0.0,-5.0,0.0,13.0,270.0,21.62,30.32,0.0
9/1/2010 16:00,0.0,70.0,21.0,46.0,21.0,-6.0,16.0,0.0,270.0,21.62,30.32,0.0
9/1/2010 17:00,0.0,68.0,20.0,47.0,25.0,-4.0,20.0,8.0,280.0,21.62,0.0,8.0
9/1/2010 18:00,10.0,64.0,18.0,46.0,27.0,-3.0,25.0,3.0,0.0,21.63,30.33,7.5
9/1/2010 19:00,10.0,61.0,16.0,0.0,30.0,-1.0,31.0,0.0,130.0,21.65,0.0,7.3
9/1/2010 20:00,10.0,57.0,14.0,44.0,32.0,0.0,39.0,6.0,120.0,21.65,30.36,0.0
9/1/2010 21:00,10.0,55.0,13.0,0.0,0.0,0.0,0.0,6.0,0.0,21.66,0.0,6.3
9/1/2010 22:00,10.0,52.0,11.0,42.0,0.0,0.0,47.0,3.0,120.0,21.66,0.0,5.6
9/1/2010 23:00,10.0,52.0,0.0,42.0,32.0,0.0,0.0,0.0,0.0,21.66,0.0,5.6
9/2/2010 0:00,10.0,0.0,10.0,0.0,32.0,0.0,50.0,5.0,0.0,21.66,0.0,0.0
9/2/2010 1:00,10.0,50.0,0.0,41.0,32.0,0.0,50.0,6.0,100.0,21.66,30.37,5.0
9/2/2010 2:00,10.0,50.0,0.0,41.0,32.0,0.0,50.0,3.0,100.0,21.66,0.0,0.0
9/2/2010 3:00,0.0,0.0,9.0,39.0,30.0,0.0,50.0,3.0,80.0,21.67,30.38,0.0
9/2/2010 4:00,10.0,0.0,8.0,38.0,30.0,-1.0,0.0,3.0,0.0,0.0,30.39,3.5
9/2/2010 5:00,10.0,48.0,0.0,0.0,0.0,0.0,50.0,6.0,120.0,21.69,0.0,0.0
9/2/2010 6:00,10.0,52.0,11.0,41.0,30.0,-1.0,43.0,0.0,0.0,21.7,0.0,5.1
9/2/2010 7:00,10.0,54.0,0.0,42.0,30.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0
9/2/2010 8:00,0.0,61.0,0.0,45.0,28.0,-2.0,29.0,0.0,0.0,0.0,30.44,7.0
9/2/2010 9:00,0.0,0.0,19.0,46.0,25.0,-4.0,0.0,7.0,260.0,21.72,30.45,0.0
9/2/2010 10:00,10.0,68.0,20.0,47.0,0.0,0.0,21.0,8.0,260.0,0.0,30.45,8.4
9/2/2010 11:00,10.0,70.0,21.0,0.0,0.0,-4.0,18.0,7.0,250.0,0.0,30.45,8.5
9/2/2010 12:00,10.0,0.0,22.0,49.0,0.0,-3.0,19.0,8.0,240.0,21.71,30.44,9.3
9/2/2010 13:00,0.0,73.0,23.0,0.0,27.0,-3.0,0.0,0.0,250.0,21.7,0.0,9.5
9/2/2010 14:00,10.0,73.0,23.0,48.0,23.0,-5.0,0.0,8.0,240.0,21.7,30.42,8.8
9/2/2010 15:00,0.0,73.0,23.0,0.0,23.0,-5.0,15.0,13.0,0.0,21.7,0.0,8.8
9/2/2010 16:00,0.0,73.0,23.0,49.0,27.0,-3.0,0.0,10.0,0.0,0.0,30.42,9.5
9/2/2010 17:00,0.0,70.0,21.0,48.0,0.0,-3.0,20.0,7.0,280.0,21.7,0.0,8.9
9/2/2010 18:00,10.0,66.0,19.0,47.0,28.0,0.0,24.0,0.0,260.0,21.72,30.45,8.1
9/2/2010 19:00,0.0,0.0,0.0,45.0,0.0,-2.0,27.0,0.0,0.0,21.75,30.49,7.4
9/2/2010 20:00,0.0,59.0,15.0,45.0,32.0,0.0,36.0,7.0,110.0,21.76,30.5,0.0
9/2/2010 21:00,0.0,57.0,0.0,44.0,32.0,0.0,39.0,0.0,120.0,21.76,30.5,6.8
9/2/2010 22:00,10.0,0.0,13.0,44.0,0.0,1.0,45.0,0.0,0.0,21.76,0.0,6.8
9/2/2010 23:00,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,100.0,21.76,30.5,6.5
9/3/2010 0:00,10.0,52.0,0.0,0.0,0.0,0.0,50.0,6.0,0.0,21.76,30.5,6.0
9/3/2010 1:00,10.0,52.0,11.0,42.0,0.0,0.0,47.0,5.0,130.0,21.76,30.5,0.0
9/3/2010 2:00,10.0,52.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,21.77,30.51,5.6
9/3/2010 3:00,10.0,50.0,10.0,41.0,32.0,0.0,0.0,0.0,0.0,21.78,0.0,0.0
9/3/2010 4:00,10.0,50.0,10.0,41.0,0.0,0.0,50.0,0.0,110.0,0.0,30.53,5.1
9/3/2010 5:00,0.0,50.0,10.0,41.0,32.0,0.0,50.0,0.0,0.0,21.78,30.53,5.1
9/3/2010 6:00,10.0,0.0,11.0,0.0,0.0,0.0,47.0,6.0,0.0,0.0,30.55,5.6
9/3/2010 7:00,0.0,57.0,0.0,44.0,30.0,0.0,36.0,0.0,0.0,21.8,0.0,6.4
9/3/2010 8:00,10.0,0.0,17.0,45.0,28.0,-2.0,0.0,0.0,0.0,21.81,30.57,0.0
9/3/2010 9:00,0.0,0.0,0.0,48.0,0.0,-2.0,22.0,0.0,0.0,21.81,30.57,0.0
9/3/2010 10:00,0.0,70.0,21.0,48.0,0.0,-2.0,0.0,0.0,280.0,21.8,30.56,0.0
9/3/2010 11:00,10.0,0.0,22.0,49.0,28.0,-2.0,19.0,0.0,0.0,21.8,0.0,0.0
9/3/2010 12:00,10.0,73.0,23.0,48.0,23.0,-5.0,15.0,5.0,0.0,0.0,0.0,8.9
9/3/2010 13:00,0.0,73.0,23.0,49.0,27.0,-3.0,0.0,0.0,260.0,0.0,0.0,9.5
9/3/2010 14:00,0.0,73.0,0.0,49.0,27.0,-3.0,0.0,0.0,0.0,21.77,30.51,9.5
9/3/2010 15:00,10.0,0.0,22.0,49.0,0.0,-2.0,19.0,8.0,270.0,0.0,30.5,0.0
9/3/2010 16:00,0.0,0.0,22.0,0.0,27.0,0.0,0.0,8.0,260.0,21.75,30.49,9.3
9/3/2010 17:00,10.0,70.0,21.0,0.0,27.0,0.0,20.0,3.0,0.0,21.75,30.49,0.0
9/3/2010 18:00,0.0,0.0,20.0,47.0,27.0,-3.0,21.0,3.0,310.0,0.0,30.48,8.4
9/3/2010 19:00,10.0,63.0,0.0,46.0,30.0,-1.0,29.0,0.0,110.0,21.76,30.5,0.0
9/3/2010 20:00,0.0,61.0,16.0,0.0,32.0,0.0,34.0,6.0,120.0,21.78,30.52,7.8
9/3/2010 21:00,10.0,0.0,14.0,44.0,32.0,0.0,39.0,6.0,130.0,0.0,30.52,0.0
9/3/2010 22:00,10.0,55.0,13.0,0.0,0.0,0.0,42.0,5.0,120.0,0.0,0.0,0.0
9/3/2010 23:00,10.0,54.0,12.0,43.0,32.0,0.0,43.0,6.0,130.0,0.0,0.0,6.1
9/4/2010 0:00,0.0,54.0,12.0,0.0,32.0,0.0,43.0,6.0,130.0,21.77,30.51,0.0
9/4/2010 1:00,10.0,52.0,11.0,0.0,32.0,0.0,0.0,5.0,110.0,0.0,30.51,5.6
9/4/2010 2:00,10.0,0.0,0.0,42.0,32.0,0.0,47.0,6.0,130.0,21.77,30.51,5.6
9/4/2010 3:00,10.0,52.0,11.0,42.0,32.0,0.0,0.0,6.0,120.0,21.76,30.5,5.6
9/4/2010 4:00,0.0,52.0,0.0,0.0,32.0,0.0,47.0,0.0,120.0,0.0,30.51,5.6
9/4/2010 5:00,10.0,0.0,0.0,41.0,32.0,0.0,50.0,0.0,130.0,0.0,30.51,5.1
9/4/2010 6:00,10.0,54.0,12.0,43.0,0.0,0.0,43.0,0.0,120.0,21.77,30.51,0.0
9/4/2010 7:00,0.0,0.0,15.0,46.0,0.0,1.0,39.0,0.0,0.0,21.77,30.51,0.0
9/4/2010 8:00,10.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,21.77,30.51,8.5
9/4/2010 9:00,10.0,0.0,21.0,0.0,28.0,0.0,21.0,7.0,260.0,21.76,30.5,0.0
9/4/2010 10:00,10.0,0.0,22.0,48.0,25.0,-4.0,0.0,10.0,260.0,21.75,30.49,9.0
9/4/2010 11:00,0.0,75.0,0.0,48.0,21.0,-6.0,13.0,0.0,0.0,21.74,30.47,0.0
9/4/2010 12:00,10.0,73.0,0.0,47.0,0.0,0.0,0.0,0.0,270.0,21.72,30.45,8.5
9/4/2010 13:00,10.0,0.0,23.0,0.0,0.0,-5.0,15.0,0.0,250.0,21.7,30.42,8.8
9/4/2010 14:00,10.0,75.0,24.0,0.0,0.0,0.0,0.0,8.0,240.0,0.0,0.0,0.0
9/4/2010 15:00,0.0,0.0,23.0,47.0,21.0,-6.0,14.0,0.0,270.0,0.0,0.0,8.5
9/4/2010 16:00,10.0,73.0,23.0,0.0,25.0,-4.0,17.0,10.0,0.0,0.0,30.37,9.2
9/4/2010 17:00,10.0,0.0,23.0,0.0,25.0,-4.0,17.0,0.0,0.0,21.65,30.36,9.2
9/4/2010 18:00,10.0,70.0,21.0,48.0,28.0,-2.0,21.0,0.0,0.0,0.0,30.36,0.0
9/4/2010 19:00,0.0,0.0,0.0,47.0,32.0,0.0,30.0,0.0,0.0,21.66,30.37,0.0
9/4/2010 20:00,0.0,63.0,17.0,0.0,0.0,-1.0,0.0,5.0,100.0,21.67,30.38,7.8
9/4/2010 21:00,10.0,59.0,0.0,44.0,0.0,0.0,33.0,7.0,110.0,21.66,30.37,6.9
9/4/2010 22:00,10.0,0.0,16.0,45.0,28.0,-2.0,29.0,3.0,0.0,21.65,0.0,6.9
9/4/2010 23:00,0.0,0.0,15.0,0.0,30.0,0.0,33.0,7.0,0.0,21.65,30.35,6.9
9/5/2010 0:00,10.0,57.0,14.0,0.0,28.0,-2.0,33.0,8.0,120.0,21.63,30.33,6.0
9/5/2010 1:00,10.0,55.0,0.0,42.0,0.0,-2.0,36.0,7.0,120.0,21.62,0.0,0.0
9/5/2010 2:00,10.0,55.0,0.0,42.0,28.0,0.0,36.0,7.0,120.0,21.61,30.3,0.0
9/5/2010 3:00,10.0,55.0,13.0,42.0,28.0,-2.0,36.0,5.0,100.0,21.61,0.0,5.5
9/5/2010 4:00,0.0,54.0,0.0,42.0,0.0,0.0,40.0,0.0,0.0,21.61,30.3,5.6
9/5/2010 5:00,10.0,55.0,13.0,0.0,28.0,-2.0,36.0,0.0,0.0,0.0,30.31,5.5
9/5/2010 6:00,10.0,55.0,13.0,0.0,0.0,0.0,36.0,7.0,0.0,0.0,30.32,5.5
9/5/2010 7:00,0.0,55.0,0.0,43.0,30.0,-1.0,0.0,6.0,110.0,21.62,0.0,5.9
9/5/2010 8:00,10.0,64.0,18.0,47.0,30.0,0.0,28.0,6.0,210.0,21.62,0.0,0.0
9/5/2010 9:00,10.0,70.0,21.0,49.0,30.0,-1.0,0.0,0.0,220.0,21.62,30.31,9.4
9/5/2010 10:00,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,250.0,0.0,30.3,9.8
9/5/2010 11:00,10.0,70.0,0.0,0.0,0.0,-1.0,0.0,18.0,200.0,21.58,30.26,0.0
9/5/2010 12:00,10.0,72.0,0.0,50.0,30.0,-1.0,21.0,8.0,220.0,21.55,0.0,9.8
9/5/2010 13:00,10.0,0.0,21.0,49.0,30.0,0.0,23.0,11.0,0.0,21.54,30.21,0.0
9/5/2010 14:00,10.0,72.0,22.0,0.0,28.0,-2.0,0.0,17.0,0.0,0.0,30.19,9.4
9/5/2010 15:00,0.0,72.0,0.0,0.0,0.0,0.0,21.0,10.0,0.0,21.51,30.17,0.0
9/5/2010 16:00,0.0,72.0,0.0,50.0,32.0,0.0,23.0,0.0,0.0,21.49,0.0,10.2
9/5/2010 17:00,10.0,70.0,21.0,0.0,0.0,0.0,25.0,17.0,210.0,21.48,30.13,9.8
9/5/2010 18:00,10.0,68.0,0.0,0.0,0.0,0.0,26.0,8.0,0.0,0.0,0.0,9.3
9/5/2010 19:00,0.0,68.0,20.0,49.0,32.0,0.0,26.0,13.0,210.0,0.0,0.0,9.3
9/5/2010 20:00,10.0,0.0,20.0,0.0,32.0,0.0,26.0,7.0,210.0,0.0,0.0,9.3
9/5/2010 21:00,0.0,68.0,20.0,50.0,34.0,1.0,29.0,13.0,210.0,21.46,0.0,9.8
9/5/2010 22:00,10.0,66.0,19.0,48.0,0.0,0.0,28.0,17.0,200.0,0.0,30.11,8.9
9/5/2010 23:00,0.0,64.0,18.0,47.0,30.0,0.0,28.0,11.0,220.0,0.0,0.0,8.0
9/6/2010 0:00,10.0,64.0,18.0,0.0,27.0,-3.0,25.0,15.0,240.0,21.48,0.0,7.4
9/6/2010 1:00,10.0,0.0,17.0,44.0,0.0,-5.0,0.0,15.0,220.0,21.47,0.0,6.5
9/6/2010 2:00,10.0,63.0,17.0,0.0,0.0,-4.0,24.0,15.0,0.0,0.0,30.13,6.8
9/6/2010 3:00,10.0,0.0,16.0,0.0,27.0,-3.0,27.0,0.0,250.0,21.49,30.15,6.7
9/6/2010 4:00,10.0,55.0,13.0,0.0,0.0,-5.0,0.0,8.0,290.0,21.52,30.18,0.0
9/6/2010 5:00,10.0,54.0,12.0,40.0,23.0,-5.0,30.0,0.0,240.0,21.53,0.0,0.0
9/6/2010 6:00,10.0,0.0,11.0,39.0,0.0,0.0,35.0,0.0,0.0,21.55,30.23,4.1
9/6/2010 7:00,0.0,0.0,13.0,40.0,0.0,-5.0,0.0,0.0,0.0,0.0,30.25,4.5
9/6/2010 8:00,10.0,0.0,15.0,41.0,0.0,-6.0,23.0,6.0,0.0,21.58,0.0,5.2
9/6/2010 9:00,10.0,61.0,16.0,0.0,0.0,-9.0,0.0,10.0,250.0,21.59,0.0,4.9
9/6/2010 10:00,0.0,0.0,17.0,39.0,5.0,0.0,0.0,7.0,220.0,21.59,30.28,4.1
9/6/2010 11:00,10.0,64.0,18.0,39.0,0.0,0.0,7.0,10.0,250.0,21.58,30.27,3.9
9/6/2010 12:00,10.0,66.0,19.0,39.0,-15.0,-26.0,3.0,0.0,0.0,21.58,30.27,3.8
9/6/2010 13:00,10.0,68.0,0.0,0.0,-20.0,-29.0,2.0,0.0,0.0,0.0,0.0,4.3
9/6/2010 14:00,0.0,68.0,20.0,40.0,0.0,-22.0,4.0,0.0,0.0,21.58,30.26,4.5
9/6/2010 15:00,10.0,68.0,20.0,40.0,0.0,-21.0,0.0,10.0,240.0,21.58,30.26,4.6
9/6/2010 16:00,10.0,68.0,20.0,0.0,-9.0,0.0,0.0,10.0,270.0,21.58,0.0,4.5
9/6/2010 17:00,0.0,64.0,0.0,38.0,-6.0,-21.0,6.0,0.0,0.0,21.6,0.0,3.6
9/6/2010 18:00,10.0,0.0,0.0,0.0,0.0,-20.0,7.0,0.0,0.0,21.61,30.3,0.0
9/6/2010 19:00,0.0,55.0,13.0,36.0,0.0,-15.0,0.0,8.0,110.0,0.0,30.32,0.0
9/6/2010 20:00,10.0,0.0,12.0,0.0,12.0,-11.0,19.0,0.0,130.0,0.0,30.34,0.0
9/6/2010 21:00,10.0,52.0,0.0,0.0,12.0,-11.0,20.0,0.0,0.0,21.64,0.0,2.0
9/6/2010 22:00,10.0,0.0,10.0,0.0,14.0,-10.0,0.0,0.0,120.0,21.64,0.0,0.0
